nombre;central;tecnologia_etiqueta;nombre_agente;tecnologia;tecnologia_maquinas;potencia_instalada_mw;provincia;departamento;aglomeracion;sistema;pah;id_renovar;resolucion_renovables;fuente;geojson;Logitud;Latitud
G ROJO R.ENERGY;ROJO;Térmica;CT GENERAL ROJO - CT GENERAL ROJO CIERRE CC;CC;TURBO GAS - TURBO VAPOR;258.649;BUENOS AIRES;San Nicolás;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-60.2816676834559,-33.4549646108126]}";-602.816.676.834.559;-334.549.646.108.126
PEREZ SECCO;PERZ;Térmica;CT PEREZ - SECCO;DI;MOTOR DIESEL;81.088;SANTA FE;Rosario;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-60.8249044424401,-33.019181718601]}";-608.249.044.424.401;-33.019.181.718.601
CAÑADA DE GOMEZ;CGOM;Térmica;CT CAÑADA DE GOMEZ - SECCO;DI;MOTOR DIESEL;67.232;SANTA FE;Iriondo;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-61.452018967702,-32.7622310175486]}";-61.452.018.967.702;-327.622.310.175.486
VILLA OCAMPO;OCAM;Térmica;CT VILLA OCAMPO - SECCO;DI;MOTOR DIESEL;50.35;SANTA FE;General Obligado;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-59.3451098567939,-28.5159884039691]}";-593.451.098.567.939;-285.159.884.039.691
CB YANQUETRUZ;YANQ;Biogas;BIO ENERGÍA YANQUETRUZ S.A.;BIOG;BIOGAS;1.5;SAN LUIS;General Pedernera;;Interconectado MEM;;BG-03;;cammesa;"{""type"":""Point"",""coordinates"":[-65.5697063552066,-33.3783385094733]}";-655.697.063.552.066;-333.783.385.094.733
RENOVA ALBANESI;RENO;Térmica;CT RENOVA - ALBANESI ENERGIA;CC;TURBO GAS;172;SANTA FE;San Lorenzo;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-60.7924300988769,-32.5871629090721]}";-607.924.300.988.769;-325.871.629.090.721
PILAR BSAS;PILB;Térmica;CT PILAR BS AS- PAMPA ENERGÍA;DI;MOTOR DIESEL;100.398;BUENOS AIRES;Pilar;GRAN BUENOS AIRES;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-58.9660522601137,-34.4032209271504]}";-589.660.522.601.137;-344.032.209.271.504
AG PTO ESPERANZ;PESP;Biomasa;ECO-ENERGIA S.A.BIOMASA;BIOM;BIOMASA;;MISIONES;Iguazú;PUERTO WANDA Y ALREDEDORES;Interconectado MEM;;BM-05;;cammesa;"{""type"":""Point"",""coordinates"":[-54.5846788198957,-26.0282553887687]}";-545.846.788.198.957;-260.282.553.887.687
H RIO ESCONDIDO;RESCHI;Hidroeléctrica (Menor a 50 Mw);PAH RIO ESCONDIDO-PATAG;HI<50;HIDRAULICA <=50;7.2;RIO NEGRO;Bariloche;;Interconectado MEM;Si;PAH-05;;cammesa;"{""type"":""Point"",""coordinates"":[-71.5619328722314,-41.6913359639147]}";-715.619.328.722.314;-416.913.359.639.147
CT ANCHORI METH;ANCH;Térmica;CT ANCHORIS;DI;MOTOR DIESEL;40;MENDOZA;Luján de Cuyo;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-68.8914738972821,-33.3130765626064]}";-688.914.738.972.821;-333.130.765.626.064
CT EZEIZA;EZEI;Térmica;CT EZEIZA CIERRE CC G.MEDIT. - CT EZEIZA ETAPA1 G MEDITERRANE - CT EZEIZA ETAPA2 G MEDITERRANE;CC;TURBO GAS - TURBO VAPOR;152.1;BUENOS AIRES;Ezeiza;GRAN BUENOS AIRES;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-58.6156698152538,-34.9032758613051]}";-586.156.698.152.538;-349.032.758.613.051
LOMA CAMPANA;LCAM;Térmica;CT LOMA CAMPANA 1 -YPF;TG;TURBO GAS;105;NEUQUEN;Añelo;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-68.7148242358121,-38.3595604538842]}";-687.148.242.358.121;-383.595.604.538.842
BARKER UGENERGY;BRKE;Térmica;CT BARKER - CT BARKER CIERRE CC;CC;TURBO GAS - TURBO VAPOR;247.84;BUENOS AIRES;Benito Juárez;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-59.4525864280643,-37.5474741786532]}";-594.525.864.280.643;-375.474.741.786.532
MOTOR. B.BLANCA;BBLM;Térmica;CT PIEDRABUENA MG(L.LATA);DI;MOTOR DIESEL;100.02;BUENOS AIRES;Bahía Blanca;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-62.2530799547161,-38.7851812192552]}";-622.530.799.547.161;-387.851.812.192.552
RAWSON 3 EOLICO;RAW3EO;Eólica;P.EOLICO RAWSON III - GENNEIA;EOL;EOLICA;25.05;CHUBUT;Rawson;;Interconectado MEM;;MAT-EOL-01;;cammesa;"{""type"":""Point"",""coordinates"":[-65.1925570415199,-43.3721686564317]}";-651.925.570.415.199;-433.721.686.564.317
SAN PEDRO BSAS;PEDR;Térmica;CT SAN PEDRO - CIERRE CC - SCC POWER SAN PEDRO S.A.;CC;TURBO GAS - TURBO VAPOR;158.46;BUENOS AIRES;San Pedro;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-59.7297423756043,-33.7791537860128]}";-597.297.423.756.043;-337.791.537.860.128
C.T BRACHO;BRCH;Térmica;CT BRACHO CIERRE CC- Y-GEN S.A - CT BRACHO - Y-GEN ELECTRICA II;CC;TURBO GAS - TURBO VAPOR;473;TUCUMAN;Cruz Alta;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-65.1704805746058,-26.996969421893]}";-651.704.805.746.058;-26.996.969.421.893
CT MATHEU III;MAT3;Térmica;CT MATHEU III - ARAUCARIA ENER;TG;TURBO GAS;254;BUENOS AIRES;Pilar;GRAN BUENOS AIRES;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-58.8352949261538,-34.3972266727504]}";-588.352.949.261.538;-343.972.266.727.504
CT LUJAN BSAS;LUJB;Térmica;CT LUJAN II - ARAUCARIA ENERGY;TG;TURBO GAS;127.3;BUENOS AIRES;Luján;GRAN BUENOS AIRES;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-59.0337739538473,-34.5576587794723]}";-590.337.739.538.473;-345.576.587.794.723
P.E. CORTI;CORTEO;Eólica;P.EOLICO Ing.CEBREIRO exCORTI;EOL;EOLICA;100;BUENOS AIRES;Bahía Blanca;;Interconectado MEM;;EOL-44;;cammesa;"{""type"":""Point"",""coordinates"":[-62.0259659119423,-38.6748878621595]}";-620.259.659.119.423;-386.748.878.621.595
MANANTIALES BEHR (YPF);MANAEO;Eólica;P.EOLICO MANANTIALES BEHR;EOL;EOLICA;99;CHUBUT;Escalante;;Interconectado MEM;;MAT-EOL-18;;cammesa;"{""type"":""Point"",""coordinates"":[-67.7542615835195,-45.6513552441018]}";-677.542.615.835.195;-456.513.552.441.018
P.S. Caldenes O;CALOFV;Fotovoltaica;C.FOTOV.CALDENES DEL OESTE;SOL;FOTOVOLTAICA;24.75;SAN LUIS;Juan Martín de Pueyrredón;;Interconectado MEM;;SFV-1036;;cammesa;"{""type"":""Point"",""coordinates"":[-66.38711944,-33.29868333]}";-6.638.711.944;-3.329.868.333
P.S. La Cumbre;CUMBFV;Fotovoltaica;PQUE FOTOVOLTAICO LA CUMBRE;SOL;FOTOVOLTAICA;22;SAN LUIS;Juan Martín de Pueyrredón;;Interconectado MEM;;SFV-1041;;cammesa;"{""type"":""Point"",""coordinates"":[-66.1710730810198,-33.3186717325157]}";-661.710.730.810.198;-333.186.717.325.157
C.T ZARATE;ZARA;Térmica;CT LAS PALMAS 2 - ARAUCARIA;TG;TURBO GAS;212.2;BUENOS AIRES;Zárate;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-59.1254096937607,-34.0809289398241]}";-591.254.096.937.607;-340.809.289.398.241
PE La Castellana;LCASEO;Eólica;P.EOLICO LA CASTELLANA;EOL;EOLICA;100.8;BUENOS AIRES;Villarino;;Interconectado MEM;;EOL-35;;cammesa;"{""type"":""Point"",""coordinates"":[-62.7086780619504,-38.628586478119]}";-627.086.780.619.504;-38.628.586.478.119
P.S. Nonogasta;NONOFV;Fotovoltaica;PQUE FOTOVOLTAICO NONOGASTA;SOL;FOTOVOLTAICA;35;LA RIOJA;Chilecito;;Interconectado MEM;;SFV-1015;;cammesa;"{""type"":""Point"",""coordinates"":[-67.4243887241966,-29.3305060508876]}";-674.243.887.241.966;-293.305.060.508.876
P.E. Achiras;ACHIEO;Eólica;P.EOLICO ACHIRAS;EOL;EOLICA;48;CORDOBA;Río Cuarto;;Interconectado MEM;;EOL-1037;;cammesa;"{""type"":""Point"",""coordinates"":[-65.0800585438703,-33.213183892154]}";-650.800.585.438.703;-33.213.183.892.154
V.MARIA UENSA;VMA2;Térmica;CT VILLA MARIA - CT VILLA MARIA CIERRE CC-UENSA;CC;TURBO GAS - TURBO VAPOR;255.22;CORDOBA;General San Martín;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-63.1742638766956,-32.4261824496336]}";-631.742.638.766.956;-324.261.824.496.336
BIO R.Cuarto 1;BRC1;Biogas;C.BIOELECT.R.CUARTO1 REN2 - CENTRAL BIOELECTRICA R.CUARTO1;BIOG;BIOGAS;3.56;CORDOBA;Río Cuarto;;Interconectado MEM;;BG-01;;cammesa;"{""type"":""Point"",""coordinates"":[-64.3848904132218,-33.1845454751938]}";-643.848.904.132.218;-331.845.454.751.938
BIO R.Cuarto 2;BRC2;Biogas;C.BIOELECT.R.CUARTO2 REN1 - C.BIOELECT.R.CUARTO2 REN2;BIOG;BIOGAS;2.4;CORDOBA;Río Cuarto;;Interconectado MEM;;BG-02;;cammesa;"{""type"":""Point"",""coordinates"":[-64.3819398598943,-33.1804874925214]}";-643.819.398.598.943;-331.804.874.925.214
PS Las Lomitas;LLOMFV;Fotovoltaica;PQUE FOTOVOLTAICO LAS LOMITAS;SOL;FOTOVOLTAICA;1.7;SAN JUAN;Albardón;VA. GRAL SAN MARTIN;Interconectado MEM;;SFV-1057;;cammesa;"{""type"":""Point"",""coordinates"":[-68.4779055555557,-31.4070111111109]}";-684.779.055.555.557;-314.070.111.111.109
PMADRYN I ENARS;PMA1EO;Eólica;P.EOLICO MADRYN 1 GENNEIA;EOL;EOLICA;71.1;CHUBUT;Biedma;;Interconectado MEM;;EOL-202-03;;cammesa;"{""type"":""Point"",""coordinates"":[-65.2296969917301,-42.7054567790176]}";-652.296.969.917.301;-427.054.567.790.176
PMADRYNII ENARS;PMA2EO;Eólica;P.EOLICO MADRYN 2 GENNEIA;EOL;EOLICA;151.2;CHUBUT;Biedma;;Interconectado MEM;;EOL-202-04;;cammesa;"{""type"":""Point"",""coordinates"":[-65.2842388485664,-42.7041207618498]}";-652.842.388.485.664;-427.041.207.618.498
PE Chubut Norte;CHNOEO;Eólica;P.EOLICO CHUBUT NOR 1 GENNEIA;EOL;EOLICA;28.8;CHUBUT;Biedma;;Interconectado MEM;;EOL-08;;cammesa;"{""type"":""Point"",""coordinates"":[-65.1198477783124,-42.5749541659022]}";-651.198.477.783.124;-425.749.541.659.022
P.E. Garayalde;GARAEO;Eólica;P.EOLICO GARAYALDE;EOL;EOLICA;24.15;CHUBUT;Florentino Ameghino;;Interconectado MEM;;EOL-22;;cammesa;"{""type"":""Point"",""coordinates"":[-66.4738252071533,-44.5314918646189]}";-664.738.252.071.533;-445.314.918.646.189
Parque Solar Chepes LEDLAR;CHEPFV;Fotovoltaica;PARQUE SOLAR CHEPES;SOL;FOTOVOLTAICA;2;LA RIOJA;Rosario Vera Peñaloza;;Interconectado MEM;;MAT-SFV-62;;cammesa;"{""type"":""Point"",""coordinates"":[-66.65643232589,-31.3499542323542]}";-6.665.643.232.589;-313.499.542.323.542
C.T. PRODEMAN BIOENERGIA;PROD;Biomasa;CT PRODEMAN BIOENERGÍA;BIOM;BIOMASA;;CORDOBA;Juárez Celman;GENERAL CABRERA;Interconectado MEM;;BM-401;;cammesa;"{""type"":""Point"",""coordinates"":[-63.8653321415878,-32.7940872173878]}";-638.653.321.415.878;-327.940.872.173.878
C.T. TICINO BIOMASA S.A.;TICI;Biomasa;GENERACION TICINO BIOMASA SA;BIOM;BIOMASA;;CORDOBA;General San Martín;;Interconectado MEM;;BM-405;;cammesa;"{""type"":""Point"",""coordinates"":[-63.4338289952888,-32.6999058301857]}";-634.338.289.952.888;-326.999.058.301.857
P.S. Tinogasta;TINOFV;Fotovoltaica;PQUE SOLAR TINOGASTA I;SOL;FOTOVOLTAICA;15;CATAMARCA;Tinogasta;;Interconectado MEM;;SFV-1020;;cammesa;"{""type"":""Point"",""coordinates"":[-67.5516325643768,-28.0355099474043]}";-675.516.325.643.768;-280.355.099.474.043
P.S. TINOGASTA II;TIN2FV;Fotovoltaica;PQUE SOLAR TINOGASTA II;SOL;FOTOVOLTAICA;7;CATAMARCA;Tinogasta;;Interconectado MEM;;SFV-200;;cammesa;"{""type"":""Point"",""coordinates"":[-67.5538331909763,-28.0385145512532]}";-675.538.331.909.763;-280.385.145.512.532
P.S. Fiambala;FIAMFV;Fotovoltaica;PQUE SOLAR FIAMBALA;SOL;FOTOVOLTAICA;11;CATAMARCA;Tinogasta;;Interconectado MEM;;SFV-1018;;cammesa;"{""type"":""Point"",""coordinates"":[-67.64222222,-27.73944444]}";-6.764.222.222;-2.773.944.444
P.S. Saujil;SAUJFV;Fotovoltaica;PQUE SOLAR SAUJIL;SOL;FOTOVOLTAICA;22.5;CATAMARCA;Pomán;;Interconectado MEM;;SFV-1021;;cammesa;"{""type"":""Point"",""coordinates"":[-66.224565862773,-28.1655377327533]}";-66.224.565.862.773;-281.655.377.327.533
P.S. Ullum N1;ULN1FV;Fotovoltaica;PQUE SOLAR ULLUM 1;SOL;FOTOVOLTAICA;25;SAN JUAN;Ullum;;Interconectado MEM;;SFV-1046;;cammesa;"{""type"":""Point"",""coordinates"":[-68.6673540040889,-31.3318183479717]}";-686.673.540.040.889;-313.318.183.479.717
P.S. Ullum N2;ULN2FV;Fotovoltaica;PQUE SOLAR ULLUM 2;SOL;FOTOVOLTAICA;25;SAN JUAN;Ullum;;Interconectado MEM;;SFV-1045;;cammesa;"{""type"":""Point"",""coordinates"":[-68.6669035042278,-31.3419724442958]}";-686.669.035.042.278;-313.419.724.442.958
P.S. Ullum 3;ULL3FV;Fotovoltaica;PQUE SOLAR ULLUM 3;SOL;FOTOVOLTAICA;32;SAN JUAN;Ullum;;Interconectado MEM;;SFV-1032;;cammesa;"{""type"":""Point"",""coordinates"":[-68.6727653202918,-31.3340330695839]}";-686.727.653.202.918;-313.340.330.695.839
VILLALONGA EOLI;VLONEO;Eólica;P.EOLICO VILLALONGA;EOL;EOLICA;51.75;BUENOS AIRES;Patagones;;Interconectado MEM;;EOL-06;;cammesa;"{""type"":""Point"",""coordinates"":[-62.6587581711411,-40.0267501954804]}";-626.587.581.711.411;-400.267.501.954.804
EÓLICO VILLALONGA II GENNEIA (MATER);VLO2EO;Eólica;GENNEIA S.A.EOLICOS;EOL;EOLICA;3.45;BUENOS AIRES;Patagones;;Interconectado MEM;;MAT-EOL-40;;cammesa;"{""type"":""Point"",""coordinates"":[-62.6597806909338,-40.0397305177978]}";-626.597.806.909.338;-400.397.305.177.978
PS. Iglesia Guañizuil;IGLEFV;Fotovoltaica;PQUE FOTOV. CORDILLERA SOLAR;SOL;FOTOVOLTAICA;80;SAN JUAN;Iglesia;;Interconectado MEM;;SFV-1049;;cammesa;"{""type"":""Point"",""coordinates"":[-69.2908689357819,-30.3565942598897]}";-692.908.689.357.819;-303.565.942.598.897
Parque eolico ALUAR I (MATER);ALU1EO;Eólica;P.EOLICO ALUAR I MATER;EOL;EOLICA;68.4;CHUBUT;Biedma;;Interconectado MEM;;MAT-EOL-03;;cammesa;"{""type"":""Point"",""coordinates"":[-65.2722794718422,-42.6087727361642]}";-652.722.794.718.422;-426.087.727.361.642
PAH L.D.CUYO EN;LDCUHI;Hidroeléctrica (Menor a 50 Mw);PAH CT MENDOZA - ENARSA;HI<50;HIDRAULICA <=50;1;MENDOZA;Luján de Cuyo;GRAN MENDOZA;Interconectado MEM;Si;GEN-PAH-01;;cammesa;"{""type"":""Point"",""coordinates"":[-68.9312299311865,-33.0463842204093]}";-689.312.299.311.865;-330.463.842.204.093
PAH LUJANITA EN;LUJAHI;Hidroeléctrica (Menor a 50 Mw);PAH LA LUJANITA - ENARSA;HI<50;HIDRAULICA <=50;1.7;MENDOZA;Luján de Cuyo;GRAN MENDOZA;Interconectado MEM;Si;GEN-PAH-02;;cammesa;"{""type"":""Point"",""coordinates"":[-68.9113071992376,-33.0427367618289]}";-689.113.071.992.376;-330.427.367.618.289
P.E.  Bicentenario;BICEEO;Eólica;P.EOLICO BICENTENARIO 1;EOL;EOLICA;100.8;SANTA CRUZ;Deseado;;Interconectado MEM;;EOL-1020;;cammesa;"{""type"":""Point"",""coordinates"":[-66.9979024905904,-47.2984010968566]}";-669.979.024.905.904;-472.984.010.968.566
Parque Eólico del Bicentenario II (MATER);BIC2EO;Eólica;P.EOLICO BICENTENARIO 2;EOL;EOLICA;25.2;SANTA CRUZ;Deseado;;Interconectado MEM;;MAT-EOL-16;;cammesa;"{""type"":""Point"",""coordinates"":[-67.0135494327743,-47.3098602165833]}";-670.135.494.327.743;-473.098.602.165.833
P.S. La Cumbre II;CUM2FV;Fotovoltaica;PQUE FOTOV.LA CUMBRE 2 MATER;SOL;FOTOVOLTAICA;4;SAN LUIS;Juan Martín de Pueyrredón;;Interconectado MEM;;MAT-SFV-52;;cammesa;"{""type"":""Point"",""coordinates"":[-66.1686124225317,-33.3234068432075]}";-661.686.124.225.317;-333.234.068.432.075
P.S. Pasip;PASIFV;Fotovoltaica;PQUE SOLAR FTV PASIP PALMIRA;SOL;FOTOVOLTAICA;1.15;MENDOZA;San Martín;;Interconectado MEM;;SFV-1005;;cammesa;"{""type"":""Point"",""coordinates"":[-68.5419837229767,-33.0375396729986]}";-685.419.837.229.767;-330.375.396.729.986
S. de la Punta;SPUNFV;Fotovoltaica;PQUE SOLAR FTV DE LA PUNTA;SOL;FOTOVOLTAICA;5;SAN LUIS;Juan Martín de Pueyrredón;;Interconectado MEM;;SFV-202-01;;cammesa;"{""type"":""Point"",""coordinates"":[-66.3498128273043,-33.19333825598]}";-663.498.128.273.043;-3.319.333.825.598
C.T. AVELLANEDA. SANTA FE;AVEL;Biogas;BIOGAS CT AVELLANEDA SECCO;BIOG;BIOGAS;6.3;SANTA FE;General Obligado;;Interconectado MEM;;BG-526;;cammesa;"{""type"":""Point"",""coordinates"":[-59.6407494605358,-29.1179308220029]}";-596.407.494.605.358;-291.179.308.220.029
Parque de los Llanos (MATER);LLANFV;Fotovoltaica;PQUE SOLAR PQUE DE LOS LLANOS;SOL;FOTOVOLTAICA;20;LA RIOJA;Chamical;;Interconectado MEM;;MAT-SFV-37;;cammesa;"{""type"":""Point"",""coordinates"":[-66.314,-30.296]}";-66.314;-30.296
C.T. ENSENADA. BRS;ENRS;Biogas;BIOGAS RS CT ENSENADA SECCO;BIOG;BIOGAS;5.3;BUENOS AIRES;Ensenada;GRAN BUENOS AIRES;Interconectado MEM;;BRS-603;;cammesa;"{""type"":""Point"",""coordinates"":[-57.96610648,-34.85173705]}";-5.796.610.648;-3.485.173.705
P.E. Pomona I;POM1EO;Eólica;P.EOLICO POMONA 1 - RENOVAR;EOL;EOLICA;101.4;RIO NEGRO;Avellaneda;;Interconectado MEM;;EOL-1009;;cammesa;"{""type"":""Point"",""coordinates"":[-65.7269393892206,-39.5593342672555]}";-657.269.393.892.206;-395.593.342.672.555
Parque Eólico POMONA II (MATER);POM2EO;Eólica;GENNEIA S.A.EOLICOS;EOL;EOLICA;11.7;RIO NEGRO;Avellaneda;;Interconectado MEM;;MAT-EOL-31;;cammesa;"{""type"":""Point"",""coordinates"":[-65.7265611056351,-39.5598161114947]}";-657.265.611.056.351;-395.598.161.114.947
P.S. Ullum 4;ULL4FV;Fotovoltaica;C.FOTOV. ULLUM IV SOLARGEN;SOL;FOTOVOLTAICA;13.5;SAN JUAN;Ullum;;Interconectado MEM;;SFV-1037;;cammesa;"{""type"":""Point"",""coordinates"":[-68.6781011237919,-31.3852446329026]}";-686.781.011.237.919;-313.852.446.329.026
P.S. ULLUM 4 (AMPLIACION MATER);UL42FV;Fotovoltaica;C.FOTOV. ULLUM SOLARGEN2 MATER;SOL;FOTOVOLTAICA;7;SAN JUAN;Ullum;;Interconectado MEM;;MAT-SFV-54;;cammesa;"{""type"":""Point"",""coordinates"":[-68.6803779519517,-31.3907221560287]}";-686.803.779.519.517;-313.907.221.560.287
P.E. Pampa Energía III;BAHIEO;Eólica;P.EOLICO PAMPA ENERGIA;EOL;EOLICA;50.4;BUENOS AIRES;Coronel de Marina Leonardo Rosales;;Interconectado MEM;;EOL-1045;;cammesa;"{""type"":""Point"",""coordinates"":[-61.7716463856515,-38.7529890074735]}";-617.716.463.856.515;-387.529.890.074.735
Parque Eólico Pampa Energía (MATER);PAMEEO;Eólica;P.EOLICO PAMPA ENERGIA;EOL;EOLICA;50.4;BUENOS AIRES;Bahía Blanca;;Interconectado MEM;;MAT-EOL-14;;cammesa;"{""type"":""Point"",""coordinates"":[-62.0021781962618,-38.6958608623354]}";-620.021.781.962.618;-386.958.608.623.354
P.S. Cafayate;CAFAFV;Fotovoltaica;PARQUE FOTOV. CAFAYATE;SOL;FOTOVOLTAICA;80;SALTA;Cafayate;;Interconectado MEM;;SFV-1012;;cammesa;"{""type"":""Point"",""coordinates"":[-65.9179475960318,-26.0325876427206]}";-659.179.475.960.318;-260.325.876.427.206
AGUA DEL CAJON;ACAJ;Térmica;C.T. AGUA DEL CAJON;CC;TURBO GAS;184.4;NEUQUEN;Confluencia;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-68.3573071477174,-38.9363104539428]}";-683.573.071.477.174;-389.363.104.539.428
MAR DEL PLATA 2;MDP2;Térmica;CT 9 de JULIO C Cost ATLANTICA;TG;TURBO GAS;94.74;BUENOS AIRES;General Pueyrredón;MAR DEL PLATA;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-57.546294154991,-38.0509628204351]}";-57.546.294.154.991;-380.509.628.204.351
CATAMARC DELIV;CATD;Térmica;CT CATAMARCA - SECCO;DI;MOTOR DIESEL;19.2;CATAMARCA;Capital;GRAN SAN FERNANDO DEL VALLE DE CATAMARCA;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-65.764819669269,-28.4707876252028]}";-65.764.819.669.269;-284.707.876.252.028
NIDERA JUNIN;NIDE;Biomasa;NIDERA SAFORCADA-Junin;BIOM;BIOMASA;;BUENOS AIRES;Junín;;Interconectado MEM;;SPT-BM-03;;cammesa;"{""type"":""Point"",""coordinates"":[-61.0309162386964,-34.5867567410843]}";-610.309.162.386.964;-345.867.567.410.843
RÍO TERC SOENER;SERT;Térmica;CT RIO TERCERO II - SoENERGY;TG;TURBO GAS;60;CORDOBA;Tercero Arriba;RIO TERCERO;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-64.1547460504462,-32.1606052841875]}";-641.547.460.504.462;-321.606.052.841.875
INDEP 2 ETAP 1;IND1;Térmica;CT INDEPEND. ETAPA1 G MEDITERR;TG;TURBO GAS;49.6;TUCUMAN;Capital;GRAN SAN MIGUEL DE TUCUMÁN;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-65.2232635656021,-26.8646491480392]}";-652.232.635.656.021;-268.646.491.480.392
INDEP 2 ETAP 2;IND2;Térmica;CT INDEPEND. ETAPA2 G MEDITERR;TG;TURBO GAS;49;TUCUMAN;Capital;GRAN SAN MIGUEL DE TUCUMÁN;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-65.2233264195735,-26.8649967849232]}";-652.233.264.195.735;-268.649.967.849.232
Loma Campana 2;LCA2;Térmica;CT LOMA CAMPANA 2 -Y-GEN ELECT;TG;TURBO GAS;107;NEUQUEN;Añelo;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-68.7148393936856,-38.3598012510582]}";-687.148.393.936.856;-383.598.012.510.582
ELECTROPAT.;ELEP;Térmica;ELECTROPATAGONIA-C.RIV-C.COMB.;CC;TURBO GAS - TURBO VAPOR;63;CHUBUT;Escalante;GRAN COMODORO RIVADAVIA;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-67.4426058715665,-45.8151420547064]}";-674.426.058.715.665;-458.151.420.547.064
P.ROCA CHACO;PROC;Térmica;CT PRESIDENCIA ROCA;DI;MOTOR DIESEL;6;CHACO;Libertador General San Martín;;Interconectado MEM;;;;cammesa;"{""type"":""Point"",""coordinates"":[-59.553848337272,-26.157233921512]}";-59.553.848.337.272;-26.157.233.921.512
Parque Eólico La Castellana II (MATER);LCA2EO;Eólica;P.EOLICO LA CASTELLANA 2;EOL;EOLICA;15.2;BUENOS AIRES;Villarino;;Interconectado MEM;;MAT-EOL-11;;cammesa;"{""type"":""Point"",""coordinates"":[-62.7636222959294,-38.6217542370367]}";-627.636.222.959.294;-386.217.542.370.367
P.E. DIADEMA II;DIA2EO;Eólica;P.EOLICO DIADEMA 2;EOL;EOLICA;27.6;CHUBUT;Escalante;;Interconectado MEM;;EOL-049;;cammesa;"{""type"":""Point"",""coordinates"":[-67.6658287454249,-45.7542430523486]}";-676.658.287.454.249;-457.542.430.523.486
Parque eólico Autogeneración ALUAR;ALUAEO;Eólica;ALUAR SA AUTOGENERADOR REN.;EOL;EOLICA;93.6;CHUBUT;Biedma;;Interconectado MEM;;MAT-EOL-68;;cammesa;"{""type"":""Point"",""coordinates"":[-65.2842963234394,-42.6351158783007]}";-652.842.963.234.394;-426.351.158.783.007
Parque Eólico Vientos La Genoveva II (MATER);GNV2EO;Eólica;P.EOLICO LA GENOVEVA II MATER;EOL;EOLICA;41.8;BUENOS AIRES;Bahía Blanca;;Interconectado MEM;;MAT-EOL-20;;cammesa;"{""type"":""Point"",""coordinates"":[-61.9280517916148,-38.563043156245]}";-619.280.517.916.148;-38.563.043.156.245
P.E. ARAUCO II (ETAPA 1 Y 2);AR21EO;Eólica;P.EOLICO V ARAUCO II RENOV 1;EOL;EOLICA;99.75;LA RIOJA;Arauco;;Interconectado MEM;;EOL-46;;cammesa;"{""type"":""Point"",""coordinates"":[-66.7053853647631,-28.7132513750767]}";-667.053.853.647.631;-287.132.513.750.767
P.E. ENERGETICA I fase 2 (MATER);EN1MEO;Eólica;P.EOLICO LA ENERGETICA MATER;EOL;EOLICA;19.95;BUENOS AIRES;Tornquist;;Interconectado MEM;;MAT-EOL-17;;cammesa;"{""type"":""Point"",""coordinates"":[-62.2467919468163,-38.3595506224662]}";-622.467.919.468.163;-383.595.506.224.662
C.T. COGENERACIÓN INGENIO LEALES;LEAL;Biomasa;CTBM INGENIO LEALES;BIOM;BIOMASA;2;TUCUMAN;Leales;PALA PALA-VILLA FIAD - INGENIO LEALES;Interconectado MEM;;BM-400;;cammesa;"{""type"":""Point"",""coordinates"":[-65.2288798655749,-27.0740667359836]}";-652.288.798.655.749;-270.740.667.359.836
C.T. CITRUSVIL;CITR;Biogas;BIOGAS CTBG CITRUSVIL-ALCOVIL;BIOG;BIOGAS;3;TUCUMAN;Cruz Alta;;Interconectado MEM;;BG-527;;cammesa;"{""type"":""Point"",""coordinates"":[-65.1358881505995,-26.8524501526472]}";-651.358.881.505.995;-268.524.501.526.472
